<<<<<<< HEAD
loss: 0.001945177
loss: 0.002852005
loss: 0.002825697
loss: 0.001910233
loss: 0.003554841
loss: 0.002164583
loss: 0.002357749
loss: 0.002850524
loss: 0.003014186
loss: 0.002435551
loss: 0.002560533
loss: 0.002322444
loss: 0.003132086
loss: 0.002631550
loss: 0.002384348
loss: 0.002626620
loss: 0.002264096
loss: 0.005185402
loss: 0.002539156
Train Epoch:1	Percent:[7400/136439 (87%)]	Loss:0.002539156
loss: 0.002041679
loss: 0.002804873
loss: 0.002410761
loss: 0.003164257
loss: 0.002671105
loss: 0.002361543
loss: 0.001764287
loss: 0.002337412
loss: 0.001974835
loss: 0.001665375
loss: 0.003065728
loss: 0.002357933
loss: 0.002397796
loss: 0.002494995
loss: 0.002027649
loss: 0.002045922
loss: 0.002775278
loss: 0.002527590
loss: 0.002341386
loss: 0.002503820
Train Epoch:1	Percent:[7440/136439 (87%)]	Loss:0.002503820
loss: 0.002841267
loss: 0.002375939
loss: 0.002209616
loss: 0.003181482
loss: 0.001759304
loss: 0.002738925
loss: 0.002255142
loss: 0.001768124
loss: 0.002452727
loss: 0.002056001
loss: 0.002585129
loss: 0.003120277
loss: 0.002859662
loss: 0.001930346
loss: 0.001751561
loss: 0.004227546
loss: 0.002702009
loss: 0.002061725
loss: 0.003010159
loss: 0.002379396
Train Epoch:1	Percent:[7480/136439 (88%)]	Loss:0.002379396
loss: 0.002565020
loss: 0.002504913
loss: 0.001891724
loss: 0.003164408
loss: 0.002395205
loss: 0.002024211
loss: 0.001894997
loss: 0.003687467
loss: 0.002618517
loss: 0.001867132
loss: 0.002338282
loss: 0.002895102
loss: 0.002572648
loss: 0.002373315
loss: 0.003106294
loss: 0.002451885
loss: 0.003089082
loss: 0.002355154
loss: 0.002216545
loss: 0.001907610
Train Epoch:1	Percent:[7520/136439 (88%)]	Loss:0.001907610
loss: 0.002669214
loss: 0.003300783
loss: 0.002827906
loss: 0.001881759
loss: 0.002549829
loss: 0.002970503
loss: 0.002424803
loss: 0.002811713
loss: 0.002530481
loss: 0.001881010
loss: 0.002454954
loss: 0.002096364
loss: 0.002114014
loss: 0.002167368
loss: 0.002481294
loss: 0.003265456
loss: 0.002267135
loss: 0.003240693
loss: 0.002923169
loss: 0.003249363
Train Epoch:1	Percent:[7560/136439 (89%)]	Loss:0.003249363
loss: 0.002072976
loss: 0.002162648
loss: 0.003299748
loss: 0.002462054
loss: 0.003400091
loss: 0.002632563
loss: 0.002481243
loss: 0.003484451
loss: 0.002610029
loss: 0.001877456
loss: 0.002317440
loss: 0.002638409
loss: 0.002475201
loss: 0.003127832
loss: 0.002865395
loss: 0.003340887
loss: 0.002611881
loss: 0.003042977
loss: 0.003705606
loss: 0.003179723
Train Epoch:1	Percent:[7600/136439 (89%)]	Loss:0.003179723
loss: 0.002363422
loss: 0.002100989
loss: 0.003110137
loss: 0.002302140
loss: 0.002809551
loss: 0.002894439
loss: 0.002573820
loss: 0.003453174
loss: 0.002334008
loss: 0.003302004
loss: 0.002488092
loss: 0.002975375
loss: 0.002306951
loss: 0.002720432
loss: 0.003041249
loss: 0.001845949
loss: 0.002065350
loss: 0.004092520
loss: 0.002318319
loss: 0.002296849
Train Epoch:1	Percent:[7640/136439 (90%)]	Loss:0.002296849
loss: 0.001532682
loss: 0.002883927
loss: 0.003036581
loss: 0.002286678
loss: 0.003633136
loss: 0.002953999
loss: 0.001820016
loss: 0.002257808
loss: 0.002348058
loss: 0.002823997
loss: 0.002482308
loss: 0.001990690
loss: 0.002092398
loss: 0.002443602
loss: 0.003140284
loss: 0.001975356
loss: 0.002528101
loss: 0.003101642
loss: 0.002579637
loss: 0.001947398
Train Epoch:1	Percent:[7680/136439 (90%)]	Loss:0.001947398
loss: 0.003072992
loss: 0.002260598
loss: 0.004000745
loss: 0.002967271
loss: 0.002279708
loss: 0.002664228
loss: 0.002398333
loss: 0.002063015
loss: 0.002471895
loss: 0.002502418
loss: 0.002407157
loss: 0.001772810
loss: 0.002288518
loss: 0.002814675
loss: 0.003069798
loss: 0.002332883
loss: 0.001802576
loss: 0.003112194
loss: 0.002367292
loss: 0.002924093
Train Epoch:1	Percent:[7720/136439 (91%)]	Loss:0.002924093
loss: 0.002668380
loss: 0.002507994
loss: 0.002517493
loss: 0.002597822
loss: 0.001925501
loss: 0.002226654
loss: 0.002000840
loss: 0.002818282
loss: 0.003607264
loss: 0.002477542
loss: 0.002360738
loss: 0.002978810
loss: 0.003024508
loss: 0.002212194
loss: 0.002823548
loss: 0.004244624
loss: 0.001790842
loss: 0.003466462
loss: 0.003481779
loss: 0.002218657
Train Epoch:1	Percent:[7760/136439 (91%)]	Loss:0.002218657
loss: 0.003241448
loss: 0.002318707
loss: 0.002897130
loss: 0.003614515
loss: 0.002252320
loss: 0.002096798
loss: 0.002721006
loss: 0.002110551
loss: 0.003335701
loss: 0.002582433
loss: 0.002080406
loss: 0.003029434
loss: 0.001890726
loss: 0.002419879
loss: 0.001710906
loss: 0.003204939
loss: 0.002156084
loss: 0.002321053
loss: 0.002913117
loss: 0.001857734
Train Epoch:1	Percent:[7800/136439 (91%)]	Loss:0.001857734
loss: 0.001687132
loss: 0.002519486
loss: 0.002487499
loss: 0.002602887
loss: 0.002134925
loss: 0.002583554
loss: 0.002741179
loss: 0.002439414
loss: 0.002742039
loss: 0.002695611
loss: 0.002078672
loss: 0.002525576
loss: 0.002300350
loss: 0.001679187
loss: 0.002662647
loss: 0.002485966
loss: 0.003082672
loss: 0.002907824
loss: 0.002043957
loss: 0.003123009
Train Epoch:1	Percent:[7840/136439 (92%)]	Loss:0.003123009
loss: 0.003003642
loss: 0.003579353
loss: 0.002210755
loss: 0.002823474
loss: 0.002668292
loss: 0.002584872
loss: 0.003395330
loss: 0.003568525
loss: 0.002297184
loss: 0.002333021
loss: 0.002622881
loss: 0.003353564
loss: 0.003075986
loss: 0.002721216
loss: 0.002136247
loss: 0.003137327
loss: 0.002229910
loss: 0.002990164
loss: 0.002550645
loss: 0.002777572
Train Epoch:1	Percent:[7880/136439 (92%)]	Loss:0.002777572
loss: 0.002718678
loss: 0.002900123
loss: 0.002718648
loss: 0.002106310
loss: 0.002824435
loss: 0.002711520
loss: 0.003469641
loss: 0.002683789
loss: 0.002333844
loss: 0.002818443
loss: 0.002075118
loss: 0.003895308
loss: 0.002798354
loss: 0.002715798
loss: 0.002191499
loss: 0.002127050
loss: 0.003111402
loss: 0.002914649
loss: 0.003180573
loss: 0.002128622
Train Epoch:1	Percent:[7920/136439 (93%)]	Loss:0.002128622
loss: 0.002569037
loss: 0.002759504
loss: 0.002665213
loss: 0.003305028
loss: 0.003012017
loss: 0.002692338
loss: 0.002264695
loss: 0.002561872
loss: 0.002024743
loss: 0.002606090
loss: 0.002218866
loss: 0.002548968
loss: 0.002367605
loss: 0.002692982
loss: 0.003512163
loss: 0.003253620
loss: 0.002165940
loss: 0.002428553
loss: 0.002679541
loss: 0.002269714
Train Epoch:1	Percent:[7960/136439 (93%)]	Loss:0.002269714
loss: 0.003093451
loss: 0.002486693
loss: 0.002991806
loss: 0.002092826
loss: 0.002675352
loss: 0.002653635
loss: 0.002711206
loss: 0.003305300
loss: 0.001993761
loss: 0.002633471
loss: 0.002374811
loss: 0.002953575
loss: 0.003764722
loss: 0.003588239
loss: 0.002725065
loss: 0.002517276
loss: 0.002333169
loss: 0.002742389
loss: 0.002689910
loss: 0.002652282
Train Epoch:1	Percent:[8000/136439 (94%)]	Loss:0.002652282
loss: 0.002198325
loss: 0.002708613
loss: 0.003011488
loss: 0.002289354
loss: 0.002913414
loss: 0.002534007
loss: 0.002662470
loss: 0.001677348
loss: 0.002447598
loss: 0.002724334
loss: 0.003320597
loss: 0.003226927
loss: 0.002485489
loss: 0.002495550
loss: 0.002155025
loss: 0.002364501
loss: 0.002050070
loss: 0.001639626
loss: 0.002339788
loss: 0.002640767
Train Epoch:1	Percent:[8040/136439 (94%)]	Loss:0.002640767
loss: 0.003275479
loss: 0.004258014
loss: 0.003887947
loss: 0.002713519
loss: 0.002582248
loss: 0.002224941
loss: 0.002254743
loss: 0.003085312
loss: 0.002545425
loss: 0.003239861
loss: 0.002729066
loss: 0.003108861
loss: 0.002549470
loss: 0.002692683
loss: 0.002572853
loss: 0.001987660
loss: 0.002762695
loss: 0.003148371
loss: 0.003167827
loss: 0.002675105
Train Epoch:1	Percent:[8080/136439 (95%)]	Loss:0.002675105
loss: 0.002440278
loss: 0.002635428
loss: 0.002545873
loss: 0.002248734
loss: 0.002728494
loss: 0.003036050
loss: 0.003326603
loss: 0.004139598
loss: 0.002585702
loss: 0.002428686
loss: 0.002321952
loss: 0.002435685
loss: 0.002272368
loss: 0.002407500
loss: 0.003233546
loss: 0.002677703
loss: 0.002355260
loss: 0.002146817
loss: 0.002489228
loss: 0.002585458
Train Epoch:1	Percent:[8120/136439 (95%)]	Loss:0.002585458
loss: 0.002603437
loss: 0.002310714
loss: 0.002829780
loss: 0.003280172
loss: 0.002139531
loss: 0.002142120
loss: 0.002082018
loss: 0.002812168
loss: 0.003339679
loss: 0.002364129
loss: 0.002288042
loss: 0.003023981
loss: 0.002803050
loss: 0.003651559
loss: 0.002425389
loss: 0.003304557
loss: 0.001940632
loss: 0.003084281
loss: 0.001999171
loss: 0.003944267
Train Epoch:1	Percent:[8160/136439 (96%)]	Loss:0.003944267
loss: 0.003219652
loss: 0.003403770
loss: 0.002413837
loss: 0.002522868
loss: 0.002632142
loss: 0.002453746
loss: 0.002683934
loss: 0.002377189
loss: 0.002789762
loss: 0.003099518
loss: 0.002452652
loss: 0.001745066
loss: 0.003272378
loss: 0.003259725
loss: 0.002600478
loss: 0.002547111
loss: 0.002597258
loss: 0.002162076
loss: 0.003014610
loss: 0.002945605
Train Epoch:1	Percent:[8200/136439 (96%)]	Loss:0.002945605
loss: 0.002798287
loss: 0.002020798
loss: 0.003095698
loss: 0.002086224
loss: 0.003118410
loss: 0.002702870
loss: 0.001845760
loss: 0.002000336
loss: 0.003102053
loss: 0.002314363
loss: 0.002589442
loss: 0.002629049
loss: 0.001848152
loss: 0.002755298
loss: 0.002346730
loss: 0.002513886
loss: 0.002530932
loss: 0.002698205
loss: 0.003127812
loss: 0.002621826
Train Epoch:1	Percent:[8240/136439 (97%)]	Loss:0.002621826
loss: 0.002958279
loss: 0.002996989
loss: 0.003537584
loss: 0.002275923
loss: 0.002330673
loss: 0.002829060
loss: 0.002385659
loss: 0.002390283
loss: 0.002037505
loss: 0.002172304
loss: 0.001908440
loss: 0.002558324
loss: 0.002092421
loss: 0.002765101
loss: 0.002132847
loss: 0.002063291
loss: 0.002450100
loss: 0.002240086
loss: 0.001964627
loss: 0.002128913
Train Epoch:1	Percent:[8280/136439 (97%)]	Loss:0.002128913
loss: 0.002939208
loss: 0.002140748
loss: 0.003078154
loss: 0.003129469
loss: 0.002148517
loss: 0.002301725
loss: 0.003085448
loss: 0.002845772
loss: 0.002642093
loss: 0.002687674
loss: 0.002052766
loss: 0.002390632
loss: 0.003116448
loss: 0.002113578
loss: 0.002432435
loss: 0.001872561
loss: 0.002924957
loss: 0.002249728
loss: 0.002590490
loss: 0.003631281
Train Epoch:1	Percent:[8320/136439 (98%)]	Loss:0.003631281
loss: 0.003039756
loss: 0.002513640
loss: 0.002117742
loss: 0.002413033
loss: 0.002626829
loss: 0.002893692
loss: 0.003067121
loss: 0.001827283
loss: 0.002887574
loss: 0.002117485
loss: 0.003204347
loss: 0.002638306
loss: 0.002163426
loss: 0.002609568
loss: 0.002414195
loss: 0.003082767
loss: 0.001808189
loss: 0.001908935
loss: 0.003090372
loss: 0.002564749
Train Epoch:1	Percent:[8360/136439 (98%)]	Loss:0.002564749
loss: 0.002489850
loss: 0.002011102
loss: 0.002249425
loss: 0.002383860
loss: 0.001565280
loss: 0.002222594
loss: 0.002253826
loss: 0.002723811
loss: 0.003086119
loss: 0.002544758
loss: 0.002533086
loss: 0.002229201
loss: 0.001953403
loss: 0.002569777
loss: 0.002311572
loss: 0.003594413
loss: 0.002949597
loss: 0.002538306
loss: 0.003620096
loss: 0.002967739
Train Epoch:1	Percent:[8400/136439 (98%)]	Loss:0.002967739
loss: 0.001869738
loss: 0.002809376
loss: 0.003365353
loss: 0.002685031
loss: 0.002254919
loss: 0.002722877
loss: 0.002026735
loss: 0.002842829
loss: 0.002110656
loss: 0.002490197
loss: 0.003021822
loss: 0.003015233
loss: 0.001712136
loss: 0.003566615
loss: 0.002630500
loss: 0.003225911
loss: 0.002144943
loss: 0.003084530
loss: 0.002642395
loss: 0.002196041
Train Epoch:1	Percent:[8440/136439 (99%)]	Loss:0.002196041
loss: 0.002512775
loss: 0.003396546
loss: 0.002793311
loss: 0.002322264
loss: 0.002359472
loss: 0.002793940
loss: 0.002376503
loss: 0.002810474
loss: 0.002043514
loss: 0.002309054
loss: 0.002318269
loss: 0.001892908
loss: 0.002622881
loss: 0.001734043
loss: 0.003081065
loss: 0.002610512
loss: 0.002580149
loss: 0.002336899
loss: 0.001909920
loss: 0.002933001
Train Epoch:1	Percent:[8480/136439 (99%)]	Loss:0.002933001
loss: 0.002256320
loss: 0.002883774
loss: 0.002858791
loss: 0.001979886
loss: 0.002677907
loss: 0.003032725
loss: 0.002415932
loss: 0.002537621
loss: 0.002278934
loss: 0.003815991
loss: 0.002549729
loss: 0.002777056
loss: 0.003148666
loss: 0.002171805
loss: 0.002227671
loss: 0.003122745
loss: 0.002416102
loss: 0.002354975
loss: 0.002725373
loss: 0.002103566
Train Epoch:1	Percent:[8520/136439 (100%)]	Loss:0.002103566
loss: 0.002548214
loss: 0.002568459
loss: 0.002507046
=======
loss: 0.003882912
Train Epoch:1	Percent:[0/138152 (0%)]	Loss:0.003882912
loss: 0.137269750
Train Epoch:1	Percent:[0/138152 (0%)]	Loss:0.137269750
loss: 0.066503853
loss: 0.035405468
loss: 0.018667623
loss: 0.017091893
loss: 0.021153131
loss: 0.021513268
loss: 0.017880406
loss: 0.010828475
loss: 0.010273107
loss: 0.011105240
loss: 0.012776219
loss: 0.011612214
loss: 0.008402664
loss: 0.008930610
loss: 0.009721481
loss: 0.008034407
loss: 0.008475954
loss: 0.007836820
loss: 0.008093239
loss: 0.008664806
Train Epoch:1	Percent:[40/138152 (0%)]	Loss:0.008664806
loss: 0.009314135
loss: 0.007848578
loss: 0.007562714
loss: 0.008437666
loss: 0.007414877
loss: 0.007867232
loss: 0.008042138
loss: 0.011716444
loss: 0.009624663
loss: 0.009587062
loss: 0.009088149
loss: 0.007503306
loss: 0.007771920
loss: 0.007782266
loss: 0.009063541
loss: 0.010585255
loss: 0.009566834
loss: 0.010167426
loss: 0.008925506
loss: 0.006001967
Train Epoch:1	Percent:[80/138152 (1%)]	Loss:0.006001967
loss: 0.005728056
loss: 0.006958235
loss: 0.007512695
loss: 0.008517107
loss: 0.007792383
loss: 0.009949088
loss: 0.009878437
loss: 0.011540493
loss: 0.009493101
loss: 0.011360765
loss: 0.009667713
loss: 0.009085223
loss: 0.009351258
loss: 0.007762691
loss: 0.004898165
loss: 0.006039631
loss: 0.005086922
loss: 0.006025149
loss: 0.005121213
loss: 0.005727618
Train Epoch:1	Percent:[120/138152 (1%)]	Loss:0.005727618
loss: 0.007585309
loss: 0.010309156
loss: 0.008675681
loss: 0.006037271
loss: 0.004555397
loss: 0.005715042
loss: 0.005411090
loss: 0.005293411
loss: 0.005965412
loss: 0.007710441
loss: 0.006917562
loss: 0.009171040
loss: 0.006496842
loss: 0.007227940
loss: 0.008787292
loss: 0.010861095
loss: 0.008301769
loss: 0.008738628
loss: 0.007219150
loss: 0.006483273
Train Epoch:1	Percent:[160/138152 (2%)]	Loss:0.006483273
loss: 0.005241940
loss: 0.009247664
loss: 0.012800677
loss: 0.010902909
loss: 0.006860469
loss: 0.005886265
loss: 0.005481351
loss: 0.007389256
loss: 0.006796854
loss: 0.005877648
loss: 0.007467292
loss: 0.006044340
loss: 0.007606606
loss: 0.005830008
loss: 0.007360185
loss: 0.006391409
loss: 0.006607371
loss: 0.007389212
loss: 0.008120822
loss: 0.008378846
Train Epoch:1	Percent:[200/138152 (2%)]	Loss:0.008378846
loss: 0.009770549
loss: 0.009430095
loss: 0.007814538
loss: 0.007219936
loss: 0.005016156
loss: 0.006900326
loss: 0.006431675
loss: 0.008039472
loss: 0.007605653
loss: 0.010478214
loss: 0.007752301
loss: 0.008608392
loss: 0.008490359
loss: 0.009034750
loss: 0.006456678
loss: 0.008796764
loss: 0.007883652
loss: 0.007970978
loss: 0.008679730
loss: 0.009782193
Train Epoch:1	Percent:[240/138152 (3%)]	Loss:0.009782193
loss: 0.009724420
loss: 0.009029237
loss: 0.007138271
loss: 0.005123405
loss: 0.006056748
loss: 0.008372007
loss: 0.007489634
loss: 0.008750116
loss: 0.010506585
loss: 0.008177065
loss: 0.007108395
loss: 0.006475283
loss: 0.005960871
loss: 0.006171835
loss: 0.006503292
loss: 0.007392616
loss: 0.004359846
loss: 0.005745342
loss: 0.005630950
loss: 0.005517485
Train Epoch:1	Percent:[280/138152 (3%)]	Loss:0.005517485
loss: 0.006513289
loss: 0.006219426
loss: 0.006214535
loss: 0.004437060
loss: 0.006592516
loss: 0.005243667
loss: 0.006084845
loss: 0.008673210
loss: 0.008106801
loss: 0.005263261
loss: 0.004419376
loss: 0.005980753
loss: 0.006192837
loss: 0.006449779
loss: 0.011140741
loss: 0.009692738
loss: 0.008509562
loss: 0.004956509
loss: 0.003895323
loss: 0.005577207
Train Epoch:1	Percent:[320/138152 (4%)]	Loss:0.005577207
loss: 0.003673987
loss: 0.004051291
loss: 0.007516207
loss: 0.006805023
loss: 0.004371272
loss: 0.003620805
loss: 0.005868938
loss: 0.007821426
loss: 0.008380200
loss: 0.009788296
loss: 0.007727575
loss: 0.006091684
loss: 0.005642725
loss: 0.004539644
loss: 0.005645443
loss: 0.005160663
loss: 0.004466256
loss: 0.007511693
loss: 0.005933527
loss: 0.004595350
Train Epoch:1	Percent:[360/138152 (4%)]	Loss:0.004595350
loss: 0.004757589
loss: 0.007646192
loss: 0.009265960
loss: 0.007876669
loss: 0.005559868
loss: 0.004631163
loss: 0.003905150
loss: 0.003348648
loss: 0.004107831
loss: 0.005811761
loss: 0.006030079
loss: 0.004964870
loss: 0.004393771
loss: 0.005774057
loss: 0.007006189
loss: 0.005863067
loss: 0.006390506
loss: 0.005706906
loss: 0.006799627
loss: 0.006838602
Train Epoch:1	Percent:[400/138152 (5%)]	Loss:0.006838602
loss: 0.006621355
loss: 0.007954204
loss: 0.007730092
loss: 0.007856242
loss: 0.006809032
loss: 0.005810409
loss: 0.005393357
loss: 0.004936465
loss: 0.005095955
loss: 0.004729799
loss: 0.007000594
loss: 0.008288515
loss: 0.007490528
loss: 0.007684786
loss: 0.006316814
loss: 0.007391906
loss: 0.005592056
loss: 0.005412378
loss: 0.005546999
loss: 0.003895558
Train Epoch:1	Percent:[440/138152 (5%)]	Loss:0.003895558
loss: 0.004633442
loss: 0.004309022
loss: 0.004776022
loss: 0.003780550
loss: 0.005372876
loss: 0.006452459
loss: 0.005249946
loss: 0.005238954
loss: 0.004716222
loss: 0.004595719
loss: 0.004977085
loss: 0.005836691
loss: 0.004743663
loss: 0.003644431
loss: 0.004597503
loss: 0.005651679
loss: 0.004784864
loss: 0.006670052
loss: 0.005556826
loss: 0.006357790
Train Epoch:1	Percent:[480/138152 (6%)]	Loss:0.006357790
loss: 0.006134597
loss: 0.006998233
loss: 0.006936260
loss: 0.010053867
loss: 0.007996603
loss: 0.006831419
loss: 0.004694639
loss: 0.007423711
loss: 0.006239750
loss: 0.007929217
loss: 0.010543812
loss: 0.013146547
loss: 0.008805138
loss: 0.007552125
loss: 0.007629480
loss: 0.009365486
loss: 0.008343133
loss: 0.005763614
loss: 0.005263594
loss: 0.004028223
Train Epoch:1	Percent:[520/138152 (6%)]	Loss:0.004028223
loss: 0.003553239
loss: 0.003083400
loss: 0.002684542
loss: 0.003130028
loss: 0.003734202
loss: 0.004137490
loss: 0.004450683
loss: 0.004807069
loss: 0.003652725
loss: 0.004666829
loss: 0.006289109
loss: 0.006379796
loss: 0.004262012
loss: 0.005414182
loss: 0.007684334
loss: 0.005063104
loss: 0.003813731
loss: 0.003204535
loss: 0.005578008
loss: 0.006836820
Train Epoch:1	Percent:[560/138152 (6%)]	Loss:0.006836820
loss: 0.004345156
loss: 0.004198830
loss: 0.004631397
loss: 0.004122360
loss: 0.003270945
loss: 0.005011273
loss: 0.003895622
loss: 0.004052929
loss: 0.003137175
loss: 0.004054709
loss: 0.004010316
loss: 0.006611275
loss: 0.007367410
loss: 0.006886326
loss: 0.004621027
loss: 0.006707253
loss: 0.005469474
loss: 0.005118454
loss: 0.004118281
loss: 0.005690898
Train Epoch:1	Percent:[600/138152 (7%)]	Loss:0.005690898
loss: 0.004675395
loss: 0.006251063
loss: 0.004515138
loss: 0.006249378
loss: 0.006763021
loss: 0.007690624
loss: 0.007299278
loss: 0.008135686
loss: 0.004841071
loss: 0.004713468
loss: 0.005101084
loss: 0.005929415
loss: 0.006759997
loss: 0.005283595
loss: 0.005345472
loss: 0.005616682
loss: 0.005541199
loss: 0.007759348
loss: 0.005060934
loss: 0.004312551
Train Epoch:1	Percent:[640/138152 (7%)]	Loss:0.004312551
loss: 0.004408878
loss: 0.005542063
loss: 0.005427938
loss: 0.005860567
loss: 0.004686959
loss: 0.004129627
loss: 0.005007160
loss: 0.006112785
loss: 0.004966292
loss: 0.005253301
loss: 0.004360057
loss: 0.004291294
loss: 0.003184270
loss: 0.004311190
loss: 0.004148793
loss: 0.004876414
loss: 0.004991347
loss: 0.004960497
loss: 0.006378768
loss: 0.005234051
Train Epoch:1	Percent:[680/138152 (8%)]	Loss:0.005234051
loss: 0.005288091
loss: 0.003825818
loss: 0.005454206
loss: 0.005855476
loss: 0.004243969
loss: 0.003468841
loss: 0.003817093
loss: 0.004696142
loss: 0.006880450
loss: 0.007668476
loss: 0.005088343
loss: 0.005651081
loss: 0.005472096
loss: 0.006453399
loss: 0.003795673
loss: 0.003677909
loss: 0.003831996
loss: 0.003336746
loss: 0.004626350
loss: 0.005949626
Train Epoch:1	Percent:[720/138152 (8%)]	Loss:0.005949626
loss: 0.006371984
loss: 0.004507578
loss: 0.005408180
loss: 0.003450450
loss: 0.005396929
loss: 0.004202954
loss: 0.006424776
loss: 0.006520908
loss: 0.005031252
loss: 0.005379702
loss: 0.007563756
loss: 0.005883357
loss: 0.006373831
loss: 0.005327703
loss: 0.004585416
loss: 0.004653182
loss: 0.004677413
loss: 0.004905462
loss: 0.005980999
loss: 0.006589119
Train Epoch:1	Percent:[760/138152 (9%)]	Loss:0.006589119
loss: 0.006876471
loss: 0.005121835
loss: 0.005602350
loss: 0.003085202
loss: 0.005100979
loss: 0.007148210
loss: 0.007735188
loss: 0.004667345
loss: 0.006238128
loss: 0.003902728
loss: 0.004618024
loss: 0.005589954
loss: 0.004003506
loss: 0.004249780
loss: 0.004234970
loss: 0.004885159
loss: 0.003365937
loss: 0.005204449
loss: 0.005782226
loss: 0.006455807
Train Epoch:1	Percent:[800/138152 (9%)]	Loss:0.006455807
loss: 0.003162243
loss: 0.002960486
loss: 0.004303058
loss: 0.003491008
loss: 0.002912110
loss: 0.002976398
loss: 0.004406750
loss: 0.004489074
loss: 0.004121187
loss: 0.003164512
loss: 0.002518309
loss: 0.005501465
loss: 0.004093429
loss: 0.005760484
loss: 0.006410625
loss: 0.005990216
loss: 0.004407134
loss: 0.005746413
loss: 0.006361397
loss: 0.005980963
